DEN VIEW SITE- IN MANAGRES OFFICE,LANG STRACHT,ABERDEEN,Aberdeenshire,AB15 6AX,57.15121,-2.1934608
THE GARDENS CONSTRUCTION SITE- IN MNGRS OFFICE,UNNAMED ROAD,CRATHES BANCHORY,Kincardineshire,AB31 5JD,57.057577,-2.4129366
SILVER BIRCHES CONTRUCTION SITE- IN MANAGERS OFFICE,GREYSTONE ROAD,ALFORD,Aberdeenshire,AB33 8TY,57.232378,-2.7073724
CCL HOUSE- ON WALL BETWEEN AG PETERS & MACKAY BROS GARAGE,BURNSIDE PLACE,TROON,Ayrshire,KA10 6LZ,55.544947,-4.6579009
VILLAGE HALL- ON WALL ADJACENT TO MAIN ENTRANCE,UNNAMED ROAD,FINZEAN BANCHORY,Kincardineshire,AB31 6LY,57.021785,-2.6276659
CHARLOTTE BAPTIST CHAPEL,58 SHANDWICK PLACE,EDINBURGH,,EH2 4RT,55.949736,-3.2099413
BESIDE TRAFFICS LIGHTS IN CAWDOR. SEE MORE INFO BELOW***,B9090,NAIRN,Nairnshire,IV12 5QY,57.537961,-3.9010054
O/S PUBLIC TOILETS. ON SHORE STREET,SHORE STREET,PORTSOY BANFF,Banffshire,AB45 2RX,57.685172,-2.68867
ON THE REAR WALL OF LARGS BOWLING CLUB,BRISBANE ROAD,LARGS,Ayrshire,KA30 8NN,55.802084,-4.8636393
THE HEALTH CENTRE,STATION SQUARE,BRORA,Sutherland,KW9 6QJ,58.012411,-3.8528305
COMMUNITY HALL- 20FT TO LHS OF MAIN DOOR,22 on A76,CARRONBRIDGE THORNHILL,Dumfriesshire,DG3 5AY,55.263896,-3.7801847
VILLAGE SHOP- BEHIND COUNTER ASK STAFF,TEITH ROAD,DEANSTON DOUNE,Perthshire,FK16 6AJ,56.191007,-4.0751164
WOODSIDE HOTEL- ON FRONT WALL OF HOTEL,STIRLING ROAD,DOUNE,Perthshire,FK16 6AB,56.189653,-4.0555907
THE BANK HOUSE- ON FRONT EXTERNAL WALL,MAIN STREET,DOUNE,Perthshire,FK16 6BJ,56.189329,-4.0517861
/,10 Teith Road,Deanston,Stirling,FK16 6AJ,56.191007,-4.0751164
VILLAGE SHOP- IN GREEN CABINET ON FRONT OF BUILDING,MAIN STREET,DRYMEN GLASGOW,,G63 0BQ,56.063393,-4.4514705
GLENGOYNE DISTILLERY- SEE BELOW FOR LOCATION***,A81,DUMGOYNE GLASGOW,,G63 9LB,56.014941,-4.3630397
ON BUS SHELTER,PORT OF MENTEITH ROAD,PORT OF MENTEITH STIRLING,Stirlingshire,FK8 3JY,56.152476,-4.2578321
FINTRY SPORTS & RECREATION CLUB- IN CABINET AT FRONT DOOR,KIPPEN ROAD,FINTRY GLASGOW,,G63 0YA,56.055132,-4.224915
MENZIES HALL- IN CABINET ON WALL AT FRONT OF HALL,MAIN STREET,FINTRY GLASGOW,,G63 0XE,56.053678,-4.2258109
AT PHONE BOX,MAIN STREET,GARGUNNOCK STIRLING,Stirlingshire,FK8 3BW,56.124941,-4.0844921
PHONE BOX AT THE SQUARE,MAIN STREET,GARTMORE STIRLING,Stirlingshire,FK8 3RW,56.145225,-4.3793393
KILMARNOCK MILLENIUM HALL- IN CABINET AT FRONT DOOR,CHURCH ROAD,GARTOCHARN ALEXANDRIA,Dunbartonshire,G83 8NF,56.043374,-4.5247051
THE CLUTHA BAR- BEHIND BAR ASK STAFF,167 STOCKWELL STREET,CITY CENTRE GLASGOW,,G1 4SP,55.854438,-4.2500648
CATHCART OLD PARISH CHURCH- IN CAFE INSIDE ASK STAFF,CARMUNNOCK ROAD,CATHCART GLASGOW,,G44 5UW,55.818384,-4.2547829
DROVERS INN- AT RECEPTION DESK,GENERAL AREA OF,INVERARNAN,Dunbartonshire,G83 7DX,56.328361,-4.7217734
INVERSNAID HOTEL- ON SIDE OF BUILDING FACING WATERFALL,GENERAL AREA OF,INVERSNAID STIRLING,Stirlingshire,FK8 3TU,56.249161,-4.6687962
VILLAGE HALL- TO LHS OF MAIN ENTRANCE DOOR,BALFRON ROAD,KILLEARN GLASGOW,,G63 9NA,56.045726,-4.3722766
FALLS OF DOCHART RETIREMENT HOME- AT ENTRANCE,MAIN STREET,KILLIN,Perthshire,FK21 8UW,56.467039,-4.3185726
VILLAGE HALL- ON O/S WALL FACING CAR PARK,UNNAMED ROAD,KINLOCHARD STIRLING,Stirlingshire,FK8 3TL,56.188413,-4.4899997
FOREST HILLS HOTEL- AT RECEPTION DESK,UNNAMED ROAD,KINLOCHARD STIRLING,Stirlingshire,FK8 3TL,56.188413,-4.4899997
/,THE READING ROOMS- ON OUTSIDE WALL,KIPPEN,Stirlingshire,FK8 3DN,56.126154,-4.1725866
NATIONAL PARK RANGERS OFFICE- ON WEST WALL OF OFFICE,UNNAMED ROAD,LOCHEARNHEAD,Perthshire,FK19 8PT,56.386665,-4.2795335
VILLAGE HALL- ON OUTSIDE WALL FACING CARPARK,GENERAL AREA OF,PORT OF MENTEITH STIRLING,Stirlingshire,FK8 3JY,56.152476,-4.2578321
CARSEVIEW HOUSE- FV NHS HQ- AT RECEPTION ASK STAFF,THE CASTLE BUSINESS PARK,STIRLING,Stirlingshire,FK9 4SW,56.131855,-3.9614081
PHONE BOX,STRONACHLACHAR PIER,STRONACHLACHAR STIRLING,Stirlingshire,FK8 3TY,56.257994,-4.5799374
VILLAGE SHOP- ON GABLE END OF WALL,UNNAMED ROAD,STRATHYRE CALLANDER,Perthshire,FK18 8NA,56.324934,-4.327852
Trossachs Search and Rescue,Loch Achray Hotel,CALLANDER,Perthshire,FK17 8HZ,56.226875,-4.4159569
TIGH MOR HOTEL- AT RECEPTION DESK ASK STAFF,UNNAMED ROAD,CALLANDER,Perthshire,FK17 8HY,56.232489,-4.4018205
TROSSACHS PIER- AT PHONEBOX,UNNAMED ROAD,TROSSACHS CALLANDER,Perthshire,FK17 8HZ,56.226875,-4.4159569
ROBERT DRYKES LAWNMOWERS- IN CABINET UNDER CANOPY,76-78 MAIN STREET,THORNHILL STIRLING,Stirlingshire,FK8 3PW,56.173696,-4.147321
KYNACHAN LOCH TUMMEL HOTEL- AT RECEPTION ASK STAFF,UNNAMED ROAD,TUMMEL BRIDGE PITLOCHRY,Perthshire,PH16 5SB,56.706395,-4.021239
Trossachs Search and Rescue,The Green Welly Stop,TYNDRUM,Perthshire,FK20 8RY,56.436161,-4.711599
VILLAGE HALL- ON OS WALL NEXT TO FIRE EXIT,GENERAL AREA OF,PORT LOGAN STRANRAER,Wigtownshire,DG9 9NE,54.738604,-4.9809879
CENTRE FOR HEALTH SCIENCE- SEE LOCATION BELOW***,OLD PERTH ROAD,RAIGMORE INVERNESS,Inverness-Shire,IV2 3JH,57.474236,-4.1898944
DENMORE IND ESTATE UNIT 26- ENT DOOR ADJ TO CARPARK,DENMORE ROAD,BRIDGE OF DON ABERDEEN,Aberdeenshire,AB23 8JW,57.196689,-2.0931176
LONGIDDRY COMMUNITY CENTRE- O/S MAIN DOORS,SETON ROAD,LONGNIDDRY,East Lothian,EH32 0LD,55.977017,-2.8976816
SCOTTISH AMBULANCE SERVICE- O/S MAIN GATE,CLIFTONHALL ROAD,NEWBRIDGE,Midlothian,EH28 8PW,55.934302,-3.4035712
SCOTMID Coop,34 MAIN STREET,WINCHBURGH BROXBURN,West Lothian,EH52 6RT,55.959581,-3.4598464
LONGSIDE LONDIS- ON LHS OF EXTERNAL WALL,26-28 MAIN STREET,PETERHEAD,Aberdeenshire,AB42 4XL,57.51705,-1.9385711
STENNESS PRIMARY SCHOOL- OUTSIDE BUILDING,GENERAL AREA OF,STENNESS STROMNESS,Orkney,KW16 3LB,58.983259,-3.2148903
ST MAGNUS HOUSE- ON WALL AT LHS OF RECEPTION,GUILD STREET,ABERDEEN,Aberdeenshire,AB11 6NJ,57.14498,-2.0962758
MUIRHEAD & BIRKHILL BOWLING CLUB- ON FRONT WALL,COUPAR ANGUS ROAD,BIRKHILL DUNDEE,Angus,DD2 5QE,56.495139,-3.060845
CRAIGMARLOCH SCHOOL PORT GLASGOW COMMUNITY CAMPUS,KILMACOLM ROAD,PORT GLASGOW,Renfrewshire,PA14 6PP,55.919978,-4.6541846
CLYDEVIEW ACADEMY- IN MEDICAL ROOM ON GROUND FLOOR,BURNSIDE ROAD,Gourock,Renfrewshire,PA19 1UX,55.951867,-4.8011271
LINKS HOUSE- 2ND FLOOR SUITE 1 ON RHS OF WALL AT ENTRANC,15 LINKS PLACE,LEITH EDINBURGH,,EH6 7EZ,55.973161,-3.1642201
GOLF CLUB- INSIDE PLAYERS FOYER ON WALL,GRAINBANK,ST OLA KIRKWALL,Orkney,KW15 1RD,58.986489,-2.9752682
ROBERT M DONALDSON LTD- TOP OF STAIRS AT 1ST FLOOR,1 THE HARLANDS,NEW ALLOA ALLOA,Clackmannanshire,FK10 1TB,56.116493,-3.81475
ROYAL DORNOCH GOLF CLUB- INSIDE MAIN ENT TO LHS ON WALL,GOLF ROAD,Dornoch,Sutherland,IV25 3LW,57.878801,-4.0257802
ENERGY GYM- AT THE END OF THE BAR,2 MEGGETLAND WYND,EDINBURGH,Midlothian,EH14 1XN,55.927878,-3.2348999
RUTHVENFIELD PRIMARY SCHOOL,Ruthvenfield,RUTHVENFIELD PERTH,Perthshire,PH1 3JP,56.412819,-3.4930779
PERTH & DISTRICT EX-SERVICEMENS CLUB- IN STEWARDS OFFICE,20 MILNE STREET,PERTH,Perthshire,PH1 5QL,56.396061,-3.4368828
VILLAGE HALL- AT ENTRANCE,CROSSWOOD TERRACE,TARBRAX WEST CALDER,West Lothian,EH55 8XD,55.780122,-3.5544266
COBBINSHAW FISHING CLUB- ON O/S OF BUILDING,UNNAMED ROAD,WEST CALDER,West Lothian,EH55 8LQ,55.802613,-3.5764625
BURRAY PRIMARY SCHOOL- ON WALL O/S FRONT ENTRANCE,GENERAL AREA OF,BURRAY ORKNEY,,KW17 2SS,58.845473,-2.9144621
EDINBURGH ZOO- RECEPTION FRONT ENTRANCE HALL,CORSTORPHINE ROAD,CORSTORPHINE EDINBURGH,,EH12 6TS,55.942175,-3.2693302
ST DOMINICS RC PRIMARY SCHOOL- LHS AT MAIN FRONT DOOR ENT,BROICH ROAD,CRIEFF,Perthshire,PH7 3SB,56.368069,-3.8455867
VISIT SCOTLAND TOURIST INFORMATION CENTRE- SEE BELOW***,GENERAL AREA OF,CRATHIE BALLATER,Aberdeenshire,AB35 5UL,57.039269,-3.2091508
BRECHIN COMMUNITY CAMPUS- AT RECEPTION BEHIND DESK,DUKE STREET,BRECHIN,Angus,DD9 6LB,56.736698,-2.6709948
CHURCH OF SCOTLAND- ON N/W CORNER OF CULBIN ROOM,FINDHORN ROAD,KINLOSS FORRES,Morayshire,IV36 3TX,57.635823,-3.5710495
QUEENSFERRY BOWLING CLUB- ON WALL TO RHS OF LADIES TOILET,STATION ROAD,SOUTH QUEENSFERRY,West Lothian,EH30 9HZ,55.987759,-3.3916417
BIRKMYRE PARK FITNESS GYM- EXTERNAL WALL O/S RECEP DOORS,BROOMKNOWE ROAD,KILMACOLM,Renfrewshire,PA13 4HX,55.89366,-4.6365825
TEMPLEHALL COMMUNITY CENTRE- RING BELL FOR ATTENTION,BEAULY PLACE,KIRKCALDY,Fife,KY2 6EX,56.127429,-3.1841768
CRAWFORD HALL- ATTACHED TO WALL BESIDE FRONT FIRE EXIT,87 CARLISLE ROAD,CRAWFORD BIGGAR,Lanarkshire,ML12 6TP,55.467236,-3.650922
EE- NEAR RECEPTION AS YOU WALK INTO BUILDING,MAIN STREET,GREENOCK,Renfrewshire,PA15 1AE,55.944845,-4.7429243
CHURCH HALL- TO LHS OF MAIN DOOR TO CHURH,Kirk Road,BEITH,Ayrshire,KA15 1EA,55.749059,-4.6317707
KEY THE SQUARE- ON WALL AT RECEPTION,70 RENTON STREET,COWCADDENS GLASGOW,,G4 0HT,55.868468,-4.2529542
THE STEADING - AT ROADSIDE 20M FROM JUNCTION,UNNAMED ROAD,KEMNAY INVERURIE,Aberdeenshire,AB51 5NY,57.254718,-2.4298256
PARISH CHURCH HALL- INSIDE ENT BESIDE RECEPTION WINDOW,COLQUHOUN STREET,HELENSBURGH,Dunbartonshire,G84 8UP,56.005671,-4.7344013
CAROUSEL NURSERY- ON RHS OF WALL FROM FRONT OF PROPERTY,26 LUSS ROAD,Alexandria,Dunbartonshire,G83 0RH,55.996443,-4.5868853
ON WALL O/S POLICE STATION AT BOTTOM OF RAMP,11 CLERK STREET,BRECHIN,Angus,DD9 6AF,56.733128,-2.6597351
VISITOR CENTRE- ON FRONT OF BUILDING,UNNAMED ROAD,BIRKHALL BALLATER,Aberdeenshire,AB35 5SU,56.993834,-3.0952904
MND SCOTLAND- AT RECEPTION DESK,6 EAGLE STREET,GLASGOW,,G4 9XA,55.87507,-4.2531928
TRAIN STATION- IN LOST PROPERTY OFFICE,STATION SQUARE,INVERNESS,Inverness-Shire,IV1 1LF,57.479541,-4.2235746
NEWARK PRIMARY SCHOOL- INSIDE MAIN OFFICE,BRIDGEND AVENUE,PORT GLASGOW,Renfrewshire,PA14 5SU,55.92724,-4.6658402
GLENDEVON COUNTRY PARK- SEE LOCATION BELOW***,A823,GLENDEVON DOLLAR,Clackmannanshire,FK14 7JY,56.227861,-3.6469081
SEATON ESTATE HOLIDAY PARK- O/S COUNTRY CLUB ON WALL,SEATON ROAD,ARBROATH,Angus,DD11 5SE,56.572076,-2.5680822
CASTLE SWEEN CARAVAN PARK- ON WALL O/S MAIN RECEPTION,GENERAL AREA OF,ACHNAMARA LOCHGILPHEAD,Argyll,PA31 8PT,55.953876,-5.6531995
INSIDE PHONE BOX LOCATED O/S ON THE COUNTRY STORE,MAIN STREET,RESTON EYEMOUTH,Berwickshire,TD14 5JS,55.852035,-2.1896638
PRESS DOOR BUZZER FOR ENTRY & SAY EMERGENCY,13 THE LINKS,ST ANDREWS,Fife,KY16 9JB,56.342681,-2.803784
HAMILTON GOLF CLUB- INSIDE MAIN ENTRANCE DOORS TO LHS,UNNAMED ROAD,HAMILTON,Lanarkshire,ML3 7UE,55.761088,-4.0082558
St Andrews Heart Start,Colts Football Pavilion St Andrews,ST ANDREWS,Fife,KY16 8HY,56.330251,-2.8017437
COUNCIL OFFICES- ON EXT WALL BETWEEN TWO ENTRANCE DOORS,4 NEWTOWN STREET,DUNS,Berwickshire,TD11 3DT,55.778502,-2.3463072
VILLAGE HALL- ON WALL TO RHS OF DOOR FACING CAR PARK,GENERAL AREA OF,SHISKINE ISLE OF ARRAN,,KA27 8HE,55.513815,-5.3281148
VILLAGE HALL & GOLF CLUB- ON REAR WALL NEXT TO FIRE EXIT,UNNAMED ROAD,MACHRIE ISLE OF ARRAN,,KA27 8DZ,55.56019,-5.3406521
KILMORY HALL- ON WALL TO RHS OF ORIGINAL FRONT DOOR,GENERAL AREA OF,KILMORY ISLE OF ARRAN,,KA27 8PQ,55.444866,-5.2288252
KINLOCH HOTEL- ON WALL UNDER FRONT OF TERRACE FACING SEA,GENERAL AREA OF,BLACKWATERFOOT ISLE OF ARRAN,,KA27 8ET,55.501581,-5.3326731
VILLAGE HALL- ON WALL TO LHS OF MAIN DOOR,UNNAMED ROAD,KILDONAN ISLE OF ARRAN,,KA27 8SE,55.443594,-5.1248433
VILLAGE HALL- ON FRONT OF BUILDING,UNNAMED ROAD,EASSIE FORFAR,Angus,DD8 1SQ,56.593634,-3.0829993
VILLAGE HALL- O/S MAIN ENTRANCE,UNNAMED ROAD,WHITEHOUSE TARBERT,Argyll,PA29 6XS,55.790198,-5.4992445
CLACHAN PRIMARY SCHOOL- ON EXTERNAL WALL FACING ROAD,UNNAMED ROAD,CLACHAN TARBERT,Argyll,PA29 6XL,55.747772,-5.5588385
MUASDALE HOLIDAY PARK,GENERAL AREA OF,MUASDALE TARBERT,Argyll,PA29 6XD,55.600544,-5.6841751
STORE & GARDEN CENTRE- ON EXTERNAL WALL OF STORE,UNNAMED ROAD,GLENBARR TARBERT,Argyll,PA29 6UT,55.56756,-5.6964596
ARGYLL HOTEL- IN ENTRANCE PORCH,UNNAMED ROAD,BELLOCHANTUY CAMPBELTOWN,Argyll,PA28 6QE,55.526791,-5.7050587
MARCHMOUNT BOWLING CLUB- SEE LOCATION BELOW***,10 MOFFAT ROAD,DUMFRIES,Dumfriesshire,DG1 1NJ,55.073662,-3.5986775
EDINBURGH ZOO-NORTH OF PENGUIN CAFE,134 CORSTORPHINE ROAD,EDINBURGH,Lothian,EH12 6TS,55.942175,-3.2693302
FIFE COUNCIL LEVEN LIBRARY- ON LHS OF MAIN ENTRANCE,DURIE STREET,LEVEN,Fife,KY8 4HE,56.196013,-2.99665
CORRIE HALL- ON FRONT OF BUILDING,GENERAL AREA OF,CORRIE ISLE OF ARRAN,,KA27 8JB,55.637845,-5.1392541
DISTILLERY- ON WALL TO RHS OF VISITOR CENTRE MAIN DOOR,GENERAL AREA OF,LOCHRANZA ISLE OF ARRAN,,KA27 8HJ,55.699485,-5.2796395
INSIDE PHONE BOX TO RHS OF VILLAGE STORE DOOR,UNNAMED ROAD,PIRNMILL ISLE OF ARRAN,,KA27 8HP,55.646673,-5.3816285
SHISKINE SURGERY- ON WALL TO LHS OF MAIN DOOR,GENERAL AREA OF,SHISKINE ISLE OF ARRAN,,KA27 8EW,55.519701,-5.3066797
WHITING BAY NEWS- ON SIDE WALL TO LHS OF FRONT DOOR,UNNAMED ROAD,WHITING BAY ISLE OF ARRAN,,KA27 8PR,55.49055,-5.0969104
GOLF CLUB- ON SIDE OF GREEN SHEDFACING VEHICLE ENTRANCE,UNNAMED ROAD,CORRIE ISLE OF ARRAN,,KA27 8JB,55.637845,-5.1392541
HARBOUR OFFICE- SEE LOCATION BELOW***,THE PIER,ULLAPOOL,Ross-Shire,IV26 2UH,57.895328,-5.1600033
VILLAGE HALL,GENERAL AREA OF,ACHILTIBUIE ULLAPOOL,Ross-Shire,IV26 2YG,58.021425,-5.3462631
ORMIDALE PAVILLION- TO RHS OF MAIN DOOR,UNNAMED ROAD,BRODICK ISLE OF ARRAN,,KA27 8DA,55.578067,-5.1603456
LIFEBOAT STATION- TO RHS OF MAIN DOOR,UNNAMED ROAD,LAMLASH ISLE OF ARRAN,,KA27 8JN,55.536618,-5.1240589
THE BUNGALOW- IN MAIN ENTRANCE RING BELL,ARDUTHIE STREET,STONEHAVEN,Kincardineshire,AB39 2EY,56.963302,-2.2145373
Thurso Lifeboat station,Lifeboat pier,Scrabster,Highland,KW14 7UJ,58.612035,-3.5496417
WAID COMMUNITY CAMPUS- ON RHS OF MAIN ENTRANCE,ST ANDREWS ROAD,ANSTRUTHER,Fife,KY10 3HD,56.224783,-2.7038861
PEEBLES HOTEL HYDRO- AT RECEPTION,INNERLEITHEN ROAD,PEEBLES,Peeblesshire,EH45 8LX,55.652665,-3.1770495
LILLIARDSEDGE CARAVAN PARK-ON TAVERN BAR MAIN DOOR,GENERAL AREA OF,JEDBURGH,Roxburghshire,TD8 6TZ,55.528574,-2.5912316
EDINBURGH FESTIVAL FRINGE SHOP- SEE LOCATION BELOW***,HIGH STREET,EDINBURGH,,EH1 1QS,55.949799,-3.1887087
ICHOR SYSTEMS LTD- 1ST BUILDING ON LEFT AT RECEPTION,1 LIVINGSTONE BOULEVARD,BLANTYRE GLASGOW,,G72 0BP,55.779001,-4.0979347
NORTHFIELD & WILLOWBRAE COMMUNITY CENTRE- LOC BELOW***,GENERAL AREA OF,MOUNTCASTLE EDINBURGH,,EH8 7PP,55.952539,-3.1403151
WOODSIDE CREMATORIUM- IN THE VESTRY,BROOMLANDS STREET,PAISLEY,Renfrewshire,PA1 2NP,55.842767,-4.4429745
IN TELEPHONE BOX ON A83,A83,LOCHGAIR LOCHGILPHEAD,Argyll,PA31 8SD,56.06172,-5.3360513
CORSTORPHINE TRUST DOWER HOUSE- ON NE CORNER WALL,ORCHARDFIELD AVENUE,CORSTORPHINE EDINBURGH,,EH12 7SX,55.939833,-3.2828781
Scout Adventures Meggernie,Kerrowmore Farm,ABERFELDY,Perthshire,PH15 2PT,56.589138,-4.3193042
HELENSBURGH GOLF CLUB- SEE LOCATION BELOW***,25 EAST ABERCROMBY STREET,HELENSBURGH,Dunbartonshire,G84 9HZ,56.010152,-4.7187698
1896 Gallery,DESHAR ROAD,BOAT OF GARTEN,Inverness-Shire,PH24 3BN,57.24881,-3.7575311
INSIDE PHONE BOX OPP ST JOHNS CHURCH BESIDE VILLAGE HALL,GENERAL AREA OF,NEWTON ARLOSH WIGTON,Cumbria,CA7 5ET,54.884784,-3.2499712
ARGON ENGINEERING BLOCK 8 - UNIT 3- SEE LOCATION BELOW***,CHAPELHALL INDUSTRIAL ESTATE,CHAPELHALL,Lanarkshire,ML6 8QH,55.849109,-3.9505725
GILLRICK METALWORK LTD BLOCK 5 - UNIT 38- LOCATION BELOW*,THIRD ROAD,BLANTYRE GLASGOW,,G72 0UP,55.782564,-4.0855912
ZEUS ENGINEERING- IN OFFICE ON WALL NEXT TO PRINTER,STIRLING ROAD INDUSTRIAL ESTAT,AIRDRIE,Lanarkshire,ML6 7UD,55.880627,-3.9685567
GIFFNOCK LIBRARY- ON EXTERNAL WALL TO RHS OF ENTRANCE,STATION ROAD,GIFFNOCK GLASGOW,,G46 6JF,55.804279,-4.2937972
PITREAVIE ATHLETICS CENTRE- AT THE RECEPTION,QUEENSFERRY ROAD,DUNFERMLINE,Fife,KY11 8PP,56.053318,-3.4301314
CARNEGIE LEISURE CENTRE- BEHIND RECEPTION DESK,PILMUIR STREET,DUNFERMLINE,Fife,KY12 0QE,56.074078,-3.4605423
CARNEGIE LEISURE CENTRE- AT GYM RECEPTION AREA,PILMUIR STREET,DUNFERMLINE,Fife,KY12 0QE,56.074078,-3.4605423
BOWHILL SWIMMING POOL- BEHIND RECEPTION DESK,STATION ROAD,CARDENDEN LOCHGELLY,Fife,KY5 0BW,56.145592,-3.2618323
MICHAEL WOODS SPORTS & LEISURE CENTRE,VIEWFIELD,GLENROTHES,Fife,KY6 2RD,56.183996,-3.1845491
COWDENBEATH LEISURE CENTRE- BEHIND RECEPTION DESK,7 PIT ROAD,COWDENBEATH,Fife,KY4 9NN,56.110667,-3.3451141
LUMPHINIANS SPORTS HUB- IN RECEPTION AREA,31 GAGARIN WAY,LUMPHINNANS COWDENBEATH,Fife,KY4 9HW,56.120149,-3.3341373
REDGATES HOLIDAY PARK- TO LHS OF RECEPTION DOOR,KIRKOSWALD ROAD,MAIDENS GIRVAN,Ayrshire,KA26 9NH,55.332599,-4.8120577
Barrmill & District Community Association,1 Beith Road,BEITH,Ayrshire,KA15 1HW,55.729491,-4.603104
FIR LODGE DENTAL PR- AT MAIN ENTRANCE NEXT TO BRASS PLATE,OLD SKENE ROAD,SKENE WESTHILL,Aberdeenshire,AB32 6UB,57.155158,-2.3041492
VILLAGE HALL- ON NORTH WALL O/S REAR DOOR,UNNAMED ROAD,TAYINLOAN TARBERT,Argyll,PA29 6XG,55.675036,-5.6471214
KINGS THEATRE- STAGE DOOR. ACCESS VIA LANE 2 RHS BUILDING,2 LEVEN STREET,TOLLCROSS EDINBURGH,,EH3 9LQ,55.941872,-3.2028114
DALGETY BAY SPORTS & LEISURE CENTRE- AT RECEPTION DESK,UNNAMED ROAD,DALGETY BAY DUNFERMLINE,Fife,KY11 9NA,56.040689,-3.3662743
THE THISTLES SHOPPING CENTRE- AT INFO DESK OPPOSITE BOOTS,GOOSECROFT ROAD,STIRLING,Stirlingshire,FK8 2EA,56.116465,-3.9332153
BEN LAWERS HOTEL- ON O/S WALL FACING MAIN ROAD,A827,LAWERS ABERFELDY,Perthshire,PH15 2PA,56.530378,-4.1512728
POST OFFICE- ON EXTERNAL WALL,MAIN ROAD,Tomich nr Cannich,Inverness-Shire,IV4 7LF,57.305154,-4.8116329
STRUY INN- ON O/S WALL FACING CAR PARK,A831,STRUY BEAULY,Inverness-Shire,IV4 7JS,57.419724,-4.6674056
CANNICH STORES- ON RHS OF WALL,UNNAMED ROAD,CANNICH BEAULY,Inverness-Shire,IV4 7LN,57.345124,-4.7676953
HELENSBURGH LAWN TENNIS CLUB- ON O/S WALL AT MAIN ENT,SUFFOLK STREET,HELENSBURGH,Dunbartonshire,G84 8DE,56.007614,-4.7440524
SPAR STORES- OUTSIDE SHOP,25 HOLEHOUSE ROAD,LARGS,Ayrshire,KA30 9EL,55.797851,-4.8554772
BLOCK 6- ON WALL IN FOYER PRESS BUZZER FOR ATTENTION,GREENHILL INDUSTRIAL ESTATE,COATBRIDGE,Lanarkshire,ML5 2AG,55.871963,-4.0234396
CUPAR SPORTS CENTRE- BEHIND RECEPTION DESK,CARSLOGIE ROAD,CUPAR,Fife,KY15 4HY,56.318145,-3.027347
ON SIDE WALL OF CITIZENS ADVICE BUREAU,14A JOHN STREET,PENICUIK,Midlothian,EH26 8AB,55.827339,-3.2222294
IN BT PHONE BOX,50 MID STREET,CORNHILL BANFF,Banffshire,AB45 2EH,57.611877,-2.6962706
INSIDE PHONE BOX ADJACENT TO NO. 29,29-31 MAIN STREET,DUNSHALT CUPAR,Fife,KY14 7EU,56.280966,-3.2148271
ON OUTSIDE WALL OF MAVOR AND CO.,14 UNION SQUARE,WEST CALDER,West Lothian,EH55 8EY,55.850856,-3.5718341
VOLUNTEER HALL DUNS- OUTSIDE MAIN ENTRANCE,LANGTONGATE,DUNS,Berwickshire,TD11 3AF,55.776592,-2.3481076
SPAR,1 SMIDDYHILL ROAD,FRASERBURGH,Aberdeenshire,AB43 9WL,57.680002,-2.0267817
MAITLANDS,23 CROSS STREET,FRASERBURGH,Aberdeenshire,AB43 9ER,57.69302,-2.0074006
FRASERBURGH HARBOUR COMMISIONERS,SHORE STREET,FRASERBURGH,Aberdeenshire,AB43 9BR,57.693181,-2.0039787
SCOTTISH FIRE AND RESCUE STATION,DENNYDUFF ROAD,FRASERBURGH,Aberdeenshire,AB43 9ND,57.689228,-2.0206164
ASDA STORES LTD,WATERMILL ROAD,FRASERBURGH,Aberdeenshire,AB43 7ED,57.69051,-2.032073
CARGENBRIDGE PRIMARY SCHOOL- O/S MAIN ENTRANCE,WATERSIDE ROAD,CARGENBRIDGE DUMFRIES,Dumfriesshire,DG2 8LL,55.055072,-3.6395496
SCOTTISH POLICE COLLEGE- SEE LOCATION BELOW***,TULLIALLAN,TULLIALLAN ALLOA,Clackmannanshire,FK10 4BE,56.074322,-3.7108691
LOCHORE MEADOWS COUNTRY PARK- SEE LOCATION BELOW***,UNNAMED ROAD,CROSSHILL LOCHGELLY,Fife,KY5 8BA,56.150424,-3.3371985
LEVENMOUTH SWIMMING POOL & SPORTS CENTRE- AT RECEPTION,PROMENADE,LEVEN,Fife,KY8 4PA,56.192781,-2.9997408
COMMUNITY CLUB- BEHIND BAR ASK STAFF,STONE PLACE,MAYFIELD DALKEITH,Midlothian,EH22 5PG,55.870184,-3.0434684
FIFE CONSTABULARY ST ANDREWS POLICE STATION- AT RECEPTION,68 PIPELAND ROAD,ST ANDREWS,Fife,KY16 8JW,56.333422,-2.7990446
POLICE SCOTLAND POLICE STATION- BEHIND RECEPTION,WATEREND ROAD,CUPAR,Fife,KY15 5HP,56.317523,-3.0112277
FIFE CONSTABULARY POLICE STATION- BEHIND RECEPTION DESK,REGENTS WAY,DALGETY BAY DUNFERMLINE,Fife,KY11 9UY,56.036707,-3.356696
POLICE STATION- BEHIND RECEPTION DESK,318 HIGH STREET,COWDENBEATH,Fife,KY4 9QU,56.108606,-3.3429678
FIFE POLICE HQ- BEHIND RECEPTION,DETROIT ROAD,GLENROTHES,Fife,KY6 2RJ,56.184128,-3.1942039
EAST SANDS LEISURE CENTRE- AT RECEPTION,EAST SANDS,ST ANDREWS,Fife,KY16 8LH,56.332936,-2.7793676
